X,state_county,fips,state,ST,start.date,end.date,duration,count.max,sr,r0,r0.Pr,r0.ave3,r0.ave5,r0.est,r0.est.se,r0.est.ave3,r0.est.ave5,r0.u95,r0.u66,r0.l66,r0.l95,r1,r1.Pr,r1.est,r1.est.se,r1.u95,r1.u66,r1.l66,r1.l95,rmax,rmax.est,rmax.u95,rmax.u66,rmax.l66,rmax.l95,rmin,rmin.est,rmin.u95,rmin.u66,rmin.l66,rmin.l95,R0,l95,u95,l66,u66,fips,state_county5,Year.AHDP,County,Less_Than_High_School,At_Least_Bachelor_Degree.AHDP,Median_Earnings.AHDP,Education_Index,Income_Index,White.AHDP,African_American,Native_American,Asian_American,Other_race,Latino_Population,Children_in_Poverty,Adults_65_Poverty.AHDP,Population.Census2019,Below_federal_poverty_threshold.AHDP,Gini_Coefficient.AHDP,Child_Poverty,Professional_occupations,Service_occupations,Sales_office_occupations,Farming_occupations,Construction_occupations,Production_occupations,county5.x,countylast,state.x,county.x,Median_Earnings.y,Gini_Coefficient.MA,Below_federal_poverty_threshold.MA,Violent_Crime.MA,At_Least_Bachelor_Degree.MA,Population.MA,White.MA,Smoker,Obesity.MA,Diabetes,Elderly_Population.MA,lat,lon,area,ST,pTrump,thresh,state_county.w,pop,den,region
556,CT_Middlesex,9007,Connecticut,CT,3/18/20,5/5/20,49,2.197224577,0.02,0.0676599,0.002077092,0.067210257,0.063335972,0.036690153,0.030225267,0.033312968,0.03014587,0.090751081,0.067027378,0.00457365,-0.02829201,NA,NA,-0.047402159,0.030225267,0.034849207,-0.01632243,-0.079878508,-0.10888324,0.066953205,0.036713321,0.090543613,0.067018212,0.004875686,-0.028203659,-0.049881347,-0.05233625,-0.00617604,-0.024489485,-0.080907599,-0.112244959,1.307030342,0.804949082,1.888723644,1.034795141,1.612975819,9007,CT_Middlesex Co,2010,"Middlesex County, Connecticut",8,37,42154,6.49,7.39,86.4,4.4,0.1,2.5,1.8,4.7,9.9,4.3,162436,6.1,0.42,6.7,44,14,24.7,0.1,7.9,9.3,Middlesex Co,"iddlesex County, Connecticut",CT,"Middlesex County, CT",43907,0.4338,6.712545126,114.3416678,40.6,165165,0.848884449,12.44938135,24.1,8.4,17.04114068,41.478564,-72.571408,439.07,7,0.438560661,TRUE,CT_Middlesex,162436,142.8401951,North
322,CT_New Haven,9009,Connecticut,CT,3/10/20,5/5/20,57,3.784189634,0.026203357,0.21596114,0.003283436,0.206707802,0.196585946,0.152525695,0.035075823,0.146013517,0.138845007,0.226431021,0.183589869,0.118953884,0.076683518,-0.010240413,0.00312732,-0.012453805,0.035075823,0.056878906,0.025362057,-0.046690389,-0.086334697,0.21596114,0.152525695,0.226431021,0.183589869,0.118953884,0.076683518,-0.007897947,-0.03596513,0.039169905,-0.005658563,-0.067621292,-0.104930564,2.776489597,1.721174311,4.211424075,2.262033928,3.326270333,9009,CT_New Haven Co,2010,"New Haven County, Connecticut",12.3,31.7,35260,5.68,6.15,67.5,11.8,0.2,3.5,2,15,17.4,7.1,854757,10.9,0.46,15.7,38.8,16.8,25,0.1,7.7,11.6,New Haven Co,"ew Haven County, Connecticut",CT,"New Haven County, CT",36645,0.4661,12.98418684,381.3267352,34,862224,0.654095687,13.7086747,26.5,9,15.24685001,41.396052,-72.941497,862.06,7,0.419645072,TRUE,CT_New Haven,854757,382.8309885,North
79,DC_District of Columbia,11001,District of Columbia,DC,3/11/20,5/5/20,56,2.944438979,0.02,0.075628495,0.002064505,0.078578894,0.078154691,0.084640265,0.027056749,0.082961787,0.081445917,0.13340126,0.111732747,0.056227188,0.024982325,-0.034698288,0.001707103,-0.022777811,0.027056749,0.027874654,-0.000130443,-0.047175756,-0.079098695,0.093718181,0.098629603,0.143366914,0.121488395,0.075907433,0.046102527,-0.023190722,-0.023945318,0.033799414,0.001410918,-0.051998451,-0.078220768,1.814469305,1.201948212,2.473715253,1.498283271,2.161527299,11001,"DC_Washington, ",2010,"District of Columbia, District of Columbia",NA,NA,NA,NA,NA,34.8,50,0.2,3.5,2.4,9.1,26.2,14.1,705749,18.5,0.54,29.6,57.7,15.8,18.6,0.1,3.1,4.7,District of ,"istrict of Columbia, District of Columbia",DC,"Washington, DC",NA,0.445,18.5,324.1,0.58,705749,0.348,NA,0.219,NA,11.71469084,38.91027,-77.014468,68.36,8,0.040874745,TRUE,DC_District of Columbia,705749,3986.11781,North
169,DE_New Castle,10003,Delaware,DE,3/14/20,5/5/20,53,1.945910149,0.02,0.047228482,0.002361561,0.046908122,0.049428419,0.046189338,0.030550999,0.045818227,0.044411489,0.103356409,0.075569232,0.015947093,-0.028209122,0.008035633,0.001889156,0.001286181,0.030550999,0.056389595,0.02725187,-0.022658458,-0.064588718,0.050356785,0.053376634,0.102746572,0.081380853,0.025469059,-0.00410604,0.011756037,-0.007683199,0.055088523,0.0195062,-0.038955206,-0.067335408,1.39747326,0.805472038,2.049239774,1.125500679,1.708410237,10003,DE_New Castle C,2010,"New Castle County, Delaware",11.6,32.4,34811,5.63,6.06,61.6,23.1,0.2,4.3,2.1,8.7,15.7,7.6,558753,10.3,0.44,13.6,40.8,15.9,26,0.2,7.6,9.5,New Castle C,"ew Castle County, Delaware",DE,"New Castle County, DE",36964,0.4526,11.35155728,550.110597,35,549643,0.598275608,15.8487025,27.7,9,13.36158197,39.68502,-75.634376,493.53,9,0.325944869,TRUE,DE_New Castle,558753,437.1275951,North
483,DE_Sussex,10005,Delaware,DE,3/21/20,5/5/20,46,1.945910149,0.02,0.028754277,0.002075908,0.028507568,0.029972976,0.025061095,0.028993354,0.023348022,0.02187114,0.071918596,0.054248505,-0.005637985,-0.043023471,-0.036055824,0.002226362,-0.018803291,0.028993354,0.047377698,0.008852084,-0.04745003,-0.074712474,0.018368036,0.030893589,0.083286214,0.057731714,0.000224632,-0.029577204,-0.037957149,-0.019998649,0.048075824,0.00765855,-0.04662486,-0.082073723,1.202632228,0.716256008,1.667103813,0.958396644,1.477976633,10005,DE_Sussex Count,2010,"Sussex County, Delaware",14.8,21.2,27286,4.05,4.37,75.6,12.4,0.5,1,1.9,8.6,21.7,6.5,234225,11.7,0.43,20.4,28.9,19.4,26.2,1.1,12,12.3,Sussex Count,"ussex County, Delaware",DE,"Sussex County, DE",28727,0.4336,12.63225015,445.7784538,23.2,207302,0.748367117,17.24773583,31,13.2,23.30464733,38.662387,-75.346649,1195.7,9,0.590625236,TRUE,DE_Sussex,234225,75.63327934,North
2994,FL_agg,NA,Florida,FL,3/1/20,5/5/20,66,3.663561646,0.02,0.1435309,0.002226474,0.139013311,0.131172842,0.094253171,0.029067746,0.091298709,0.088399247,0.15714792,0.119718173,0.066119707,0.036139587,0.020827233,0.002224934,0.013618931,0.029067746,0.076413181,0.041807155,-0.019126801,-0.049288784,0.1435309,0.094253171,0.15714792,0.119718173,0.066119707,0.036139587,0.025530515,-0.006731207,0.050682568,0.020226092,-0.035746819,-0.068817548,1.932316919,1.301932651,2.853658241,1.603082748,2.27287554,NA,NA,NA,NA,13.5669912,24.98070905,27305.83004,4.598940471,4.346148762,67.47097064,13.24011012,0.288995233,2.451008337,1.978421848,14.57252399,22.58389079,8.468798802,15311249,13.56830243,0.452485805,19.47190196,32.59261219,18.91983595,27.96225596,0.878959957,10.2743945,9.369492763,Elmore Count,"lmore County, Alabama",AL,"Elmore County, AL",NA,0.465432616,16.30233259,441.8858797,26.46724824,13784772,0.658416186,16.05256877,27.2977952,11.18067025,19.38404204,28.54546363,-82.23847766,59622.21,10,0.536032245,FALSE,FL_agg,15311249,99.15268112,South
55,FL_Broward,12011,Florida,FL,3/7/20,5/5/20,60,2.890371758,0.02,0.097374569,0.002369335,0.090556759,0.090864452,0.057418382,0.03317677,0.054995046,0.052275737,0.119645321,0.093052769,0.025719933,-0.014805691,-0.052782774,0.002576355,-0.033067909,0.03317677,0.043096053,0.003089123,-0.068727588,-0.107693998,0.097374569,0.057418382,0.119645321,0.093052769,0.025719933,-0.014805691,-0.034377259,-0.03612467,0.025455413,-0.002070618,-0.071389601,-0.099949776,1.510612423,0.893706914,2.271840425,1.208365436,1.917288616,12011,FL_Broward Coun,2010,"Broward County, Florida",12.9,29.6,30940,5.34,5.25,43.5,25.7,0.2,3.2,2.3,25.1,18,12.2,1952778,12.3,0.47,16.2,34.8,18.5,29.6,0.1,8.9,8.1,Broward Coun,"roward County, Florida",FL,"Broward County, FL",30457,0.4788,14.54863819,440.8596836,30.8,1843152,0.403794153,14.61125815,24.4,9.5,15.01232671,26.134058,-80.227135,1319.74,10,0.313661502,TRUE,FL_Broward,1952778,571.3028709,South
170,FL_Miami-Dade,12086,Florida,FL,3/9/20,5/5/20,58,3.526360525,0.02,0.119015057,0.002265532,0.118552458,0.1090175,0.074493466,0.034481213,0.07021502,0.066862692,0.140286646,0.106775133,0.043150461,-0.003284301,-0.026725151,0.002337004,-0.015102537,0.034481213,0.038417638,0.012121276,-0.04443483,-0.081777915,0.11722916,0.07454336,0.140488617,0.106230245,0.043175948,-0.003226737,-0.013169593,-0.020353042,0.039038158,0.009846363,-0.051446488,-0.085762882,1.696156865,0.975593522,2.57970456,1.368023383,2.094517936,12086,FL_MiamiDade Co,2010,"MiamiDade County, Florida",23,26.2,25466,4.49,3.9,15.4,17.1,0.1,1.4,1,65,23.4,22.1,2716940,17.2,0.5,22,29.9,19.9,29,0.5,10.1,10.6,MiamiDade Co,"iamiDade County, Florida",FL,"MiamiDade County, FL",25940,0.5261,20.39612678,650.3381644,26.9,2639042,0.15107755,14.4749952,21,7.9,14.90972861,25.774565,-80.298888,2429.59,10,0.340744376,TRUE,FL_Miami-Dade,2716940,431.7665257,South
212,FL_Palm Beach,12099,Florida,FL,3/4/20,5/5/20,63,2.833213344,0.02,0.090455028,0.002437553,0.091082167,0.086317139,0.045567509,0.032023854,0.041551979,0.039116679,0.111649806,0.074148788,0.01615712,-0.025967526,0.021392754,0.002493359,0.010845308,0.032023854,0.068369837,0.043140055,-0.019285878,-0.056565724,0.035903307,0.060399312,0.126259131,0.091208919,0.029939052,-0.011870244,0.026170763,-0.018489848,0.044134546,0.012081493,-0.049943742,-0.084889187,1.391407139,0.819718874,2.160392984,1.127232941,1.692245249,12099,FL_Palm Beach C,2010,"Palm Beach County, Florida",13.2,31.8,30097,5.28,5.05,60.1,16.8,0.2,2.3,1.7,19,21.9,7.7,1496770,12.2,0.51,18.5,34.3,20.4,27.9,0.9,9.4,7.1,Palm Beach C,"alm Beach County, Florida",FL,"Palm Beach County, FL",30030,0.5152,14.51043282,462.9301188,33.6,1378806,0.576352293,11.94064054,21.5,10.5,22.3940859,26.617075,-80.146119,2386.53,10,0.411277124,TRUE,FL_Palm Beach,1496770,242.1531287,South
2997,GA_agg,NA,Georgia,GA,3/1/20,5/5/20,66,4.158883083,0.02,0.116510891,0.002269188,0.112577311,0.105604881,0.070344329,0.034324801,0.068516439,0.067409182,0.133533855,0.107745061,0.036352313,-0.008563835,0.027381413,0.002370981,0.004615135,0.034324801,0.066881757,0.034732029,-0.02919278,-0.067147115,0.07903991,0.073386802,0.142741932,0.108672543,0.038059315,-0.012923104,0.006675791,-0.021944478,0.038175369,0.008938084,-0.057999053,-0.078582518,1.649531354,0.93735752,2.475724793,1.303900435,2.107501648,NA,NA,NA,NA,18.74298067,20.78981701,27603.37178,4.151230438,4.327991015,62.73140267,26.43817756,0.236596485,1.710205731,1.67419035,7.203486384,25.90157413,11.87488535,7009842,16.59007541,0.433910344,22.68849509,30.23116965,16.64196887,25.39299935,0.893375969,10.95431621,15.89084841,Franklin Cou,"ranklin County, Alabama",AL,"Franklin County, AL",NA,0.448863816,19.60999386,NA,22.20894243,6634782,0.614835122,17.6054095,31.37825431,12.06585342,13.05173252,33.16737638,-83.67968616,57519.73,11,0.596155054,FALSE,GA_agg,7009842,47.05364842,South
83,GA_Cobb,13067,Georgia,GA,3/9/20,5/5/20,58,1.945910149,0.02,0.041135623,0.002087413,0.03607964,0.031428365,0.025712336,0.028753105,0.024634419,0.023094527,0.080219287,0.052371402,-0.005694244,-0.041375424,-0.026924165,0.00239536,-0.024023786,0.028753105,0.052935739,0.012207573,-0.055462239,-0.088958259,0.019857739,0.027548454,0.083483989,0.059191813,-0.010556669,-0.051170382,-0.035095732,-0.025685033,0.04895105,0.013252976,-0.057627615,-0.097111834,1.208299209,0.725766475,1.762163999,0.957988576,1.458911204,13067,"GA_Cobb County,",2010,"Cobb County, Georgia",9.8,43.8,35338,6.21,6.17,56.3,24.4,0.2,4.4,2.4,12.3,17.2,7.2,760141,10.6,0.44,14.5,43.6,13.1,27.1,0.1,8.2,8,"Cobb County,","obb County, Georgia",GA,"Cobb County, GA",35339,0.4567,12.40923943,266.6472741,44.1,719133,0.543797879,14.86015469,22.9,8.5,10.10870034,33.943254,-84.557878,344.54,11,0.462222545,TRUE,GA_Cobb,760141,851.8368455,South
118,GA_DeKalb,13089,Georgia,GA,3/21/20,5/5/20,46,2.079441542,0.02,0.038687263,0.002229528,0.040313382,0.038581873,0.024411737,0.031429094,0.023366278,0.022370435,0.08254223,0.054081333,-0.010281812,-0.050173116,0.033846108,0.002167574,0.010636609,0.031429094,0.064244142,0.037479219,-0.017814232,-0.039740124,0.01361263,0.037417617,0.090959507,0.064886321,0.006596081,-0.032027194,0.009507029,-0.001454749,0.053491399,0.024214717,-0.027320701,-0.059031664,1.19700252,0.676159425,1.789500247,0.925176938,1.476270859,13089,GA_DeKalb Count,2010,"DeKalb County, Georgia",12.1,38.7,31447,5.62,5.36,29.4,53.6,0.2,5.1,1.9,9.8,26.3,11.2,759297,16.1,0.47,24.2,41.9,15.1,25.5,0,7.7,9.7,DeKalb Count,"eKalb County, Georgia",GA,"DeKalb County, GA",31441,0.4904,19.30252771,628.2414798,41.1,716331,0.296787379,16.13594577,27.3,10,9.923624693,33.789813,-84.248029,270.94,11,0.163516618,TRUE,GA_DeKalb,759297,1082.032911,South
387,GA_Dougherty,13095,Georgia,GA,2/29/20,5/5/20,67,2.564949357,0.02,0.021601272,0.002473568,0.028220279,0.032233177,0.015125509,0.033116574,0.011964372,0.009292399,0.077820127,0.049337737,-0.017658526,-0.064119781,NA,NA,-0.045019053,0.033116574,0.024210372,-0.006892953,-0.083513921,-0.118954736,NA,0.025667132,0.0794774,0.058422935,-0.005487452,-0.052702524,-0.029844978,-0.0458008,0.036392923,-0.009702275,-0.081966185,-0.115702596,1.11874462,0.603192575,1.734269787,0.874306283,1.42850459,13095,GA_Dougherty Co,2010,"Dougherty County, Georgia",19.3,19.6,21137,4.13,2.6,28.9,66.8,0.2,0.8,1.1,2.2,47.4,15.5,87956,28.9,0.5,42.7,28.6,21.1,24.8,1.6,7.6,16.3,Dougherty Co,"ougherty County, Georgia",GA,"Dougherty County, GA",22869,0.5163,30.68639897,868.9785263,18.9,93310,0.274643661,21.59905367,34.4,12.4,12.99432001,31.573426,-84.167625,334.67,11,0.300173087,TRUE,GA_Dougherty,87956,101.4730232,South
30,GA_Fulton,13121,Georgia,GA,3/1/20,5/5/20,66,2.772588722,0.02,0.061200932,0.002437566,0.064545286,0.063835787,0.038159709,0.035534893,0.03691254,0.035552141,0.101726671,0.074294273,0.003317407,-0.043607457,0.015814353,0.002402714,-0.004317157,0.035534893,0.056601326,0.026807024,-0.034491689,-0.0687233,0.068235426,0.038969617,0.094835913,0.071895235,0.007588786,-0.032027879,-0.01109849,-0.016868287,0.039872772,0.013352588,-0.044116817,-0.077099221,1.320713651,0.712910302,2.027920075,1.02514354,1.693895448,13121,GA_Fulton Count,2010,"Fulton County, Georgia",10.4,47.6,35589,6.46,6.22,40.8,43.5,0.2,5.6,2,7.9,23.4,12,1063937,15.3,0.53,22,47.1,14.3,25.8,0.1,5.3,7.4,Fulton Count,"ulton County, Georgia",GA,"Fulton County, GA",36164,0.5443,17.55857632,807.5973851,49.3,983903,0.404038813,15.98307742,23.9,8.7,10.00972657,33.836086,-84.393645,534.59,11,0.273030731,TRUE,GA_Fulton,1063937,768.4170533,South
84,GA_Gwinnett,13135,Georgia,GA,3/22/20,5/5/20,45,2.48490665,0.02,0.029947617,0.002258517,0.021128821,0.013519531,0.014350934,0.033799051,0.014315548,0.014127017,0.075464195,0.047654191,-0.020060456,-0.060418368,-0.000289896,0.002417769,-0.001437636,0.033799051,0.060110792,0.026797218,-0.033309793,-0.060997932,-0.015220893,0.016689138,0.082774189,0.049358328,-0.02292582,-0.064598773,0.033491529,-0.005488684,0.064880211,0.024247252,-0.038371949,-0.064082003,1.112404551,0.621899653,1.707210826,0.858235207,1.41184499,13135,GA_Gwinnett Cou,2010,"Gwinnett County, Georgia",12.7,34.9,32030,5.51,5.49,44,22.9,0.2,10.5,2.3,20.1,18.5,8.1,936250,11,0.41,15.1,37.6,13.9,27.6,0.1,11,9.9,Gwinnett Cou,"winnett County, Georgia",GA,"Gwinnett County, GA",31387,0.424,13.77912238,210.7408785,34.7,859234,0.412321905,15.48188906,29.5,8.3,8.160873522,33.951956,-84.057963,436.74,11,0.447685415,TRUE,GA_Gwinnett,936250,827.6958424,South
3017,IA_agg,NA,Iowa,IA,3/12/20,5/5/20,55,3.258096538,0.02,0.04622826,0.002273827,0.050083406,0.051457418,0.047125757,0.029881689,0.046448959,0.046328841,0.101311284,0.075862137,0.016687044,-0.019553009,0.019328199,0.001989043,0.02199293,0.029881689,0.08322556,0.052968213,-0.008905171,-0.054238415,0.058848379,0.062097213,0.112588055,0.087528821,0.034703938,-0.000874293,0.039804695,0.013994421,0.065192754,0.04216241,-0.014798006,-0.062624895,1.40664726,0.86161057,2.022513317,1.131613037,1.711758342,NA,NA,NA,NA,10.0762255,23.99154988,26554.66054,4.995705318,4.122844034,89.90387463,2.385958086,0.29632945,1.459149797,1.414027337,4.549513149,18.53256773,7.608355088,2664909,11.85309185,0.419475056,14.83355825,32.35491605,16.40008962,23.73474212,1.234335785,8.750664993,17.53130219,Jackson Coun,"ackson County, Alabama",AL,"Jackson County, AL",29676.48641,0.430163469,12.46481126,NA,25.59539425,2641157,0.887529973,16.38115421,31.67082078,9.770596939,16.20721525,41.99650197,-92.9297182,55683.6,13,0.532313663,FALSE,IA_agg,2664909,18.4780863,Midwest
396,IA_Polk,19153,Iowa,IA,3/31/20,5/5/20,36,2.63905733,0.02,0.034818283,0.002174688,0.036942825,0.03112554,0.0189475,0.032768313,0.018032287,0.017952124,0.083276692,0.050871813,-0.009866365,-0.064930627,0.012568493,0.002269768,0.000474961,0.032768313,0.064235806,0.031328152,-0.033181479,-0.063767808,0.002940362,0.020003638,0.082593056,0.055100428,-0.013120142,-0.050591813,-0.010009521,-0.001163722,0.063751143,0.028184466,-0.032204857,-0.066972587,1.15044823,0.599156541,1.798210921,0.928110824,1.443818307,19153,"IA_Polk County,",2010,"Polk County, Iowa",9.1,32.8,31983,5.2,5.48,80.7,5.9,0.2,3.5,2.1,7.6,18.5,6,490161,10.3,0.43,14.5,37.6,15.4,28.7,0.3,7.3,10.7,"Polk County,","olk County, Iowa",IA,"Polk County, IA",34385,0.4474,12.88562969,325.9265866,35.8,452369,0.794718471,15.36562495,29.2,8.6,11.4309336,41.623296,-93.641654,591.94,13,0.403757207,TRUE,IA_Polk,490161,319.7149746,Midwest
2985,IL_agg,NA,Illinois,IL,3/8/20,5/5/20,59,3.555348061,0.02,0.096037709,0.002060902,0.092765758,0.094440802,0.081182979,0.03059767,0.079224335,0.077051538,0.136385296,0.108998063,0.052336688,0.004882347,0.003969165,0.001832224,0.004963175,0.03059767,0.05988057,0.035349684,-0.025859912,-0.060134678,0.082473589,0.081592751,0.138721695,0.106146281,0.05342006,0.009518002,0.000501519,-0.002619413,0.050979925,0.024982761,-0.030910429,-0.05203148,1.773465337,1.037177852,2.519238547,1.458560433,2.124365361,NA,NA,NA,NA,12.0027657,23.05120739,27735.59593,4.908375979,4.39004764,83.42024153,7.814162918,0.178698033,1.631857614,1.594479495,5.349926791,22.26403826,7.314544135,4678986,13.18660917,0.425250803,18.30002747,31.86514517,17.52124038,25.14365822,0.63732271,8.933633086,15.89044759,Lamar County,"amar County, Alabama",AL,"Lamar County, AL",29755.83653,0.437008353,14.66840462,NA,24.48567006,4795177,0.822792777,15.75199737,30.403049,10.24612872,15.44076475,40.30045171,-89.22164497,53204.49,15,0.551784118,FALSE,IL_agg,4678986,33.95512815,Midwest
2,IL_Cook,17031,Illinois,IL,3/2/20,5/5/20,65,4.941642423,0.020041924,0.203598354,0.002040822,0.2013379,0.201042816,0.16776883,0.027350365,0.16288749,0.156827764,0.226788273,0.194731734,0.139624852,0.113887295,-0.010984542,0.001785348,-0.005280508,0.027350365,0.040005154,0.025558267,-0.035316584,-0.060058761,0.193990898,0.16817081,0.22529022,0.197685233,0.138640531,0.114716965,0.013249117,-0.008778092,0.06465336,0.02343829,-0.041615446,-0.077269815,3.037036995,2.191152403,4.219459419,2.569371458,3.541853663,17031,"IL_Cook County,",2010,"Cook County, Illinois",16.8,33.2,32010,5.23,5.48,43.9,24.4,0.1,6.1,1.5,24,23.1,11.4,5150233,15.3,0.49,22.4,36.8,17,25.7,0.1,6.8,13.6,"Cook County,","ook County, Illinois",IL,"Cook County, IL",33358,0.5027,17.07094475,586.6641894,35.8,5236393,0.430831299,14.6269784,25.3,8.5,12.65915297,41.865937,-87.757714,1634.89,15,0.209989739,TRUE,IL_Cook,5150233,1216.298728,Midwest
328,IL_DuPage,17043,Illinois,IL,3/9/20,5/5/20,58,3.044522438,0.02,0.078601777,0.00217622,0.083383779,0.07996341,0.059553297,0.032963187,0.057014092,0.055856992,0.124269321,0.090174933,0.027562956,-0.010005325,-0.011445284,0.002047333,-0.007630835,0.032963187,0.044568535,0.015394876,-0.033997993,-0.061282909,0.07744912,0.059584983,0.125096602,0.091167325,0.027299485,-0.01114517,0.002895772,-0.01008726,0.055713324,0.02180626,-0.043132815,-0.067893119,1.532906613,0.927128664,2.338252639,1.224517849,1.881624749,17043,IL_DuPage Count,2010,"DuPage County, Illinois",8,45.3,38789,6.84,6.81,70.5,4.5,0.1,10,1.7,13.3,8.8,4.9,922921,5.7,0.44,7.1,43.8,12,28.1,0.1,6.3,9.8,DuPage Count,"uPage County, Illinois",IL,"DuPage County, IL",40151,0.4535,7.404505195,86.47101464,46.7,930412,0.685728473,12.34093828,23,8.1,12.93652704,41.849815,-88.071617,336.87,15,0.388122742,TRUE,IL_DuPage,922921,1057.801319,Midwest
142,IL_Kane,17089,Illinois,IL,3/17/20,5/5/20,50,2.772588722,0.02,0.000887252,0.002402017,0.009641209,0.01316783,0.018949768,0.035139827,0.020195352,0.021043457,0.084288274,0.056163259,-0.013457995,-0.068878215,0.052802012,0.002185766,0.044779666,0.035139827,0.101002164,0.075718184,0.010644044,-0.023551165,0.032119721,0.048538904,0.107277691,0.075803776,0.016662571,-0.01210642,0.020203678,0.009610556,0.078041131,0.043321088,-0.027290549,-0.058644487,1.150467255,0.579821255,1.810261596,0.902991034,1.497623811,17089,"IL_Kane County,",2010,"Kane County, Illinois",16.8,31.8,32659,5.12,5.62,59,5.4,0.1,3.4,1.3,30.7,15.4,5.7,532403,9.1,0.42,13.5,34.2,13.9,26.7,0.2,8.5,16.5,"Kane County,","ane County, Illinois",IL,"Kane County, IL",31970,0.4382,11.38424453,159.9223436,31.6,524886,0.58174918,13.56179867,25.3,7.7,11.2281524,41.918111,-88.331264,524.12,15,0.415093772,TRUE,IL_Kane,532403,392.2036891,Midwest
175,IL_Lake,17097,Illinois,IL,3/9/20,5/5/20,58,2.564949357,0.02,0.066200602,0.002445986,0.067824138,0.06764359,0.037902747,0.032734368,0.036153026,0.033694083,0.097436806,0.067824172,0.003151441,-0.050886795,0.031732047,0.002416968,0.005457886,0.032734368,0.063710466,0.040388486,-0.024138148,-0.05539022,0.02155702,0.041903419,0.10311667,0.071401564,0.011371182,-0.021295567,0.022176585,-0.014430556,0.044505302,0.011033711,-0.040946161,-0.077113229,1.318312968,0.672259166,1.97261132,1.02387381,1.621699325,17097,"IL_Lake County,",2010,"Lake County, Illinois",11.5,41.3,36883,6.12,6.46,65.2,6.7,0.2,6.2,1.8,19.9,11.3,5.6,696535,7,0.47,9.6,41.2,13.8,26.5,0.2,6.9,11.5,"Lake County,","ake County, Illinois",IL,"Lake County, IL",36192,0.4821,9.587126925,154.0870201,43.2,702898,0.637529201,13.55980651,28.4,8.4,11.71962362,42.313072,-87.969458,1368.05,15,0.361646679,TRUE,IL_Lake,696535,196.5816094,Midwest
443,IL_Will,17197,Illinois,IL,3/9/20,5/5/20,58,2.833213344,0.02,0.117422023,0.002234111,0.113989775,0.1103146,0.066791031,0.032494665,0.062850369,0.059388474,0.126902539,0.096857945,0.034882678,-0.012161207,0.002702401,0.002308734,-0.010088465,0.032494665,0.045772931,0.013896411,-0.035737146,-0.070619371,0.104374821,0.067206614,0.131687788,0.096531121,0.038640616,-0.002122203,-0.004666049,-0.032236853,0.027402837,-0.007038119,-0.062174724,-0.094866473,1.610395232,0.911997188,2.376723212,1.290353378,1.965237417,17197,"IL_Will County,",2010,"Will County, Illinois",10,30.7,36994,5.66,6.48,67.2,11,0.1,4.5,1.5,15.6,10.5,5.6,690743,6.6,0.38,9,35.6,14.4,26.8,0.2,9.6,13.4,"Will County,","ill County, Illinois",IL,"Will County, IL",36774,0.406,7.924421508,168.2027309,33,683995,0.656377605,14.08001341,28,8.5,10.67522423,41.565138,-88.057232,849.45,15,0.441070906,TRUE,IL_Will,690743,313.9645285,Midwest
3006,IN_agg,NA,Indiana,IN,3/3/20,5/5/20,64,4.394449155,0.02,0.148255581,0.002126859,0.148065999,0.143195319,0.115398229,0.027943727,0.111665075,0.107389715,0.168784807,0.142308576,0.087373213,0.052009983,-0.015640641,0.001844102,-0.018293371,0.027943727,0.045298704,0.007129896,-0.044148281,-0.068003046,0.141033409,0.120250277,0.178013495,0.145682186,0.095176649,0.063840481,-0.004956906,-0.022517721,0.028165688,0.004379622,-0.048548788,-0.076804793,2.212111209,1.455262442,3.055027349,1.847395453,2.61146822,NA,NA,NA,NA,13.33819548,22.47746748,27755.57771,4.661061798,4.3626769,87.83007315,4.382419203,0.227724553,1.544734548,1.596343087,4.427957976,21.13069684,7.233421018,5123977,12.76143456,0.419320787,17.39315,31.01388454,16.10676117,23.8498915,0.549646508,9.159465854,19.31025394,Macon County,"acon County, Alabama",AL,"Macon County, AL",29308.47322,0.430344137,14.27166506,NA,23.86632558,5005069,0.868745666,17.75781946,31.41566302,11.11387847,14.4112299,40.09259267,-86.17028757,35068.98,16,0.620287183,FALSE,IN_agg,5123977,56.41387735,Midwest
177,IN_Johnson,18081,Indiana,IN,3/20/20,5/5/20,47,1.945910149,0.02,0.011419068,0.002028962,0.005892607,0.009875738,0.007416437,0.030308267,0.00574639,0.003292466,0.060803556,0.03435673,-0.022508684,-0.0636232,-0.030036366,0.002417452,-0.02773221,0.030308267,0.062043439,0.006381172,-0.06479371,-0.092545883,-0.001139549,0.011553578,0.058982265,0.037172552,-0.014480961,-0.044934844,-0.037372735,-0.032078926,0.032982765,-0.000872219,-0.059512737,-0.104857306,1.05690268,0.60567528,1.546080856,0.842099251,1.285532143,18081,IN_Johnson Coun,2010,"Johnson County, Indiana",9.7,26.2,32257,4.88,5.53,92.3,1.1,0.2,1.9,1.4,3.1,13.9,4.8,158167,8.1,0.4,11.1,35,15,26.3,0.3,9.2,14.3,Johnson Coun,"ohnson County, Indiana",IN,"Johnson County, IN",34542,0.4092,9.935164397,256.2657083,28.5,145645,0.910357376,16.81790001,30.2,10.7,13.36194171,39.553276,-86.113609,321.58,16,0.683548872,TRUE,IN_Johnson,158167,189.9016592,Midwest
